Resource Theme Name,Resource Name,Resource Type,URL,ResourceCatalogueURL,Priority,Description
OPTIMADE Data Providers,Material Properties Open Database (MPOD),Data,http://mpod.cimav.edu.mx,https://resources.psdi.ac.uk/data/optimade-mpod-mpod,3,"Description of provider: The Material Properties Open Database (MPOD) is a web-based, open access repository of quantitative information about the physical properties of crystalline materials. MPOD is oriented to design engineers, scientists, science teachers and students. Properties are generally treated as tensor magnitudes. In MPOD the compact matrix notation is applied. To bring an intuitive view of tensor properties, so-called longitudinal properties surfaces are displayed. 3D printing of properties surfaces is implemented via creation of stl files. A dictionary of properties definitions is included. Eventually, comments are added. Syntax and notation in MPOD files is oriented towards matching IUCr standards and so tries to comply with CIF format. Description of dataset: MPOD is a web-based, open access repository of quantitative information about the physical properties of crystalline materials."
OPTIMADE Data Providers,novel materials discovery (NOMAD),Data,https://nomad-lab.eu,https://resources.psdi.ac.uk/data/optimade-nmd-nmd,3,A FAIR data sharing platform for materials science data
OPTIMADE Data Providers,open database of xtals: Google DeepMind's Gnome Dataset,Data,https://github.com/ml-evs/optimade-gnome,https://resources.psdi.ac.uk/data/optimade-odbx-gnome,3,"Description of provider: A public database of crystal structures mostly derived from ab initio structure prediction from the group of Dr Andrew Morris at the University of Birmingham https://ajm143.github.io. Description of dataset: An OPTIMADE API for the recent dataset released by Google DeepMind containing 340k new on-hull materials, according to PBE."
OPTIMADE Data Providers,Open Materials Database: Open Materials Database (omdb) production database,Data,http://openmaterialsdb.se,https://resources.psdi.ac.uk/data/optimade-omdb-omdb_production,3,"Description of provider: The Open Materials Database (omdb) is a database of materials properties maintained by the developers of the High-Throughput Toolkit (httk). It enables easy access to useful materials data, in particular via programmatic interaction using this toolkit. Description of dataset: This is the main production version of the Open Materials Database"
Container Image Registry,DL_MONTE Container Image,Tool,https://github.com/PSDI-UK/dlmonte-container,https://resources.psdi.ac.uk/tool/94032602-00a9-4640-a730-b6cd7bf3547d,3,"The DL_MONTE Container Image enables users to run the Monte Carlo molecular simulation program DL_MONTE on their own computing infrastructure. The tool supports many Monte Carlo methods, including grand-canonical Monte Carlo and advanced free energy techniques such as Wang-Landau. The tool supports many types of interatomic interactions facilitating the modelling of a wide range of materials and fluids. The container enables users to run DL_MONTE simulations directly with input files, removing the need to manually compile a DL_MONTE binary from the source code."
Container Image Registry,DSync (Data Transfer and Synchronisation) Container,Tool,https://github.com/PSDI-UK/data-transfer-container,https://resources.psdi.ac.uk/tool/a363e1c8-e1e0-47a3-a8d7-17f36c731ac2,2,"Transferring data is crucial for researchers to share information with colleagues and back up their work. However, setting up specialized software for this can be challenging. The Data Transfer and Synchronisation (DSync) tool simplifies this process by bundling the necessary software for transferring data to and from S3 storage - commonly used in cloud computing - into a single container image. This makes it easier for researchers to manage data transfers without having to install and configure the software themselves."
Data Sources for PSDI Cross Data Search,Chemical Availability Search (ChASe),Data,https://data-search.psdi.ac.uk/find-a-product,https://resources.psdi.ac.uk/data/e0e14403-1575-43db-a677-89aa515968e4,2,"The Chemical Availability Search helps researchers find and compare chemicals from various suppliers for their projects. It saves time and resources by identifying readily available compounds, budget-friendly options, or alternatives. Users can search by drawing a molecule or entering a compound name through the PSDI Cross Data Search service. The tool provides details for over 250,000 chemicals from UK suppliers, including product name, supplier, country, quantity, price, unit price, catalogue number, and a link to the supplier's website."
Data Sources for PSDI Cross Data Search,Propersea (Property Prediction),Data,http://www.psds.ac.uk/propersea,https://resources.psdi.ac.uk/data/6304dad5-8c21-4d05-aa38-349b641ffbf6,2,"Propersea predicts a wide range of molecular and physicochemical properties for small molecules, such as melting and boiling points, density, solubility, polarizability, and more. Propersea can also predict IUPAC names using a machine learning model developed by the PSDS team. It employs various algorithms, including RDKit, semi-empirical quantum methods, Bayesian regression trees, and transformer neural networks. Results include predicted values, confidence intervals (for Bayesian models), and comparisons to molecules in the training set. Propersea excels with organic compounds but performs less reliably with inorganics and organometallics, as indicated by lower reliability metrics. These property predictions play a vital role in physical sciences, helping researchers save time and resources while accelerating the development of innovative materials, reactions, treatments, and others."
Data Sources for PSDI Cross Data Search,Chemotion Repository,Data,https://www.chemotion-repository.net,https://resources.psdi.ac.uk/data/06bdf98c-e51b-4656-a424-2c9e80b68c76,3,"The Chemotion Repository is an open repository of well-structured and machine-readable chemical data created by the Karlsruhe Institute of Technology. The focus of the repository is synthetic and analytical chemistry data. It includes data pertaining to reactions, molecules and physical samples. Data in the repository is uploaded by the community, and is subject to peer review."
Data Sources for PSDI Cross Data Search,STFC Open Data,Data,https://oai.datacite.org/oai?verb=ListRecords&metadataPrefix=oai_dc&set=BL.STFC,https://resources.psdi.ac.uk/data/01c14e6c-7dd2-4e25-96f2-75bb02400ed6,3,"STFC Open Data includes data and software records from STFC's experimental facilities, such as the ISIS Neutron and Muon Source and the Central Laser Facility. This data source also features long-tail data shared by researchers in the STFC eData institutional repository. Any data or software record originating from STFC with a DOI is published in DataCite, which serves as the source for the ""STFC Open Data"" collection in PSDI."
Cambridge Structural Database (CSD),Cambridge Structural Database (CSD),Data,http://www.ccdc.cam.ac.uk/solutions/software/csd/,https://resources.psdi.ac.uk/data/07d83ee6-bad9-4c23-abea-ac70745b0803,2,"The CSD is the world's largest curated database of real-world, small molecule organic and metal-organic crystal structures. All data are reviewed and annotated by expert scientists to enable easy retrieval and subsequent reuse in a range of contexts. The CSD can be used to guide molecular and materials design by comparing features of new molecules and materials against what has been experimentally observed to identify areas of risk or strategies for optimisation. 
The CSD can be searched via the PSDI Cross Data Search service allowing results to be combined with other data sources to generate novel insights to guide the design of new molecules and materials."
PSDI Knowledge Base Topics,Research Data Management Guidance,Guidance,https://guidance.psdi.ac.uk/docusaurus-pages/docs/category/research-data-management,https://resources.psdi.ac.uk/guidance/74f53465-3cf8-49ff-be58-f7a5b749a981,1,"This collection of topics provides an introduction to research data management, including a discussion of different research data types, how to identify your own research data, and creating a data inventory. Guidance is provided on the different stages of the research data lifecycle and the benefits of data management planning, and the role of the Data Management Plan (DMP) together with an example DMP for physical scientists. This section also includes topics on best practices for managing data when working with others, and where you can get additional help with managing your research data."
PSDI Knowledge Base Topics,Sharing Data and FAIR Guidance,Guidance,https://guidance.psdi.ac.uk/docusaurus-pages/docs/category/sharing-data-and-fair,https://resources.psdi.ac.uk/guidance/06f88b4e-5d6c-4dc1-8ddd-51099c5bd387,1,"This collection of topics provides guidance on good practices for sharing your research data. This section introduces the FAIR principles and their importance, and provides step by step guidance on what is needed to make your research data and related outputs such as code and methods findable, accessible, interoperable, and reusable, whether or not you share them publicly. Guidance is given on choosing and writing licenses for your data, creating a data package to share or archive, and considerations for choosing a repository."
PSDI Knowledge Base Topics,Metadata Guidance,Guidance,https://guidance.psdi.ac.uk/docusaurus-pages/docs/category/metadata,https://resources.psdi.ac.uk/guidance/5332f286-8062-410e-a071-2dbe86cf8317,1,"This topic collection provides an introduction to metadata and standards, and why they are important for research data. This topic collection also provides information about how PSDI uses metadata to manage and describe our resources, including the terminology used in PSDI; an overview of the PSDI metadata profiles available, vocabulary descriptions, and guidelines for using PSDI metadata."
PSDI Knowledge Base Topics,PSDI Resources Guidance,Guidance,https://guidance.psdi.ac.uk/docusaurus-pages/docs/category/psdi-resources,https://resources.psdi.ac.uk/guidance/5f0b1c7b-c645-4d0d-b1ab-d42f8f07f9d9,1,This collection of topics provides guidance about selected resources provided by PSDI and how to use them.
Thematic Portal (Catalysis Data Infrastructure Example),Catalysis Data Infrastructure (CDI) Database,Data,http://cdi.ukcatalysishub.org/,https://resources.psdi.ac.uk/data/530ae29a-89eb-4562-b918-1fb66d8bfdb2,2,"The database model for the CDI underpins the knowledge graph of a research community, linking research products (publications, data) and entities (researchers, institutions). It enables data discovery, showcases collaborations, and provides insights into research output. While centred on Published Works, Researchers, Institutions, Research Themes, and Data Objects, it can be extended to support domain-specific data (e.g., chemical entities, materials, analysis methods) tailored to the needs of different communities."
Thematic Portal (Catalysis Data Infrastructure Example),Catalysis Data Infrastructure (CDI) Portal,Service,http://cdi.ukcatalysishub.org/,https://resources.psdi.ac.uk/service/fc2fbf02-8638-414b-acb9-a16ea44dfff0,2,"The deployed Thematic Portal for the UK Catalysis Hub (CDI) offers summary reports on publications and research impact within this important scientific domain. It provides insights into publications, authors, institutions, top researchers, countries, and themes, while tracking changes over time to identify research trends. This use case illustrates how thematic portals can showcase research productivity, emphasize emerging trends, and simplify access to supporting data."
Thematic Portal (Catalysis Data Infrastructure Example),Catalysis Data Infrastructure (CDI) Bibliographic Data Web Service,Service,http://cdi.ukcatalysishub.org/get_pubs.json,https://resources.psdi.ac.uk/service/7a029bb3-5a5b-474e-8592-679a36d73818,2,"The data of the community portal is accessible programmatically through custom web services (API calls). Each entity can respond to call with JSON data which can be used to create custom views or feed third party applications. For example, the UK catalysis hub uses a web service that delivers filtered bibliographic lists of publications, is used to populate the publications pages on its website and to generate custom reports. We can assist in developing tailored services to meet specific community requirements."
Thematic Portal (Catalysis Data Infrastructure Example),Thematic Portal Code,Tool,http://github.com/UK-Catalysis-Hub/ukcathubapp,https://resources.psdi.ac.uk/tool/fa4cf273-773f-48b3-aace-7aebdbc27306,2,"The code for the thematic portal is open source, enabling communities to customize it to meet their specific needs. Its flexibility allows for rapid deployment and personalization, including logos, custom headings, and tailored functionality. The open-source licensing ensures communities can download, modify, and adapt the code further. We offer support for deployment on institutional servers or commercial platforms."
PSDI Data Conversion,PSDI Data Conversion Service,Service,http://data-conversion.psdi.ac.uk/,https://resources.psdi.ac.uk/service/8334f94b-1c6e-4034-a5ab-71c6df375cba,2,"The PSDI Data Conversion Service is your one stop shop for file format conversion. This online service enables users to seamlessly convert between different file formats and view information about the quality of the proposed conversion. Users can explore possible conversions, identify compatible formats for their data, and access details about the available converters that have been tested and ranked using comprehensive quality measures. While many conversions can be handled directly through the service, users will be guided to external tools for conversions not supported within the platform."
PSDI Data Conversion,PSDI Data Conversion Python Library,Tool,https://pypi.org/project/psdi-data-conversion/#python-library,https://resources.psdi.ac.uk/tool/5ccd88f7-c182-42a1-9c55-c325ffe30039,2,"PSDI Data Conversion is your one stop shop for file format conversion. This enables users to seamlessly convert between different file formats and view information about the quality of the proposed conversion. The PSDI Python Library for Data Conversion is available via PyPi and can be installed and run on your own computing infrastructure, enabling you to include a data conversion in your own pipelines. It contains all of the same file conversion functionality of our online service but without the need to upload your data to PSDI and without any restrictions on file sizes."
PSDI Data Conversion,PSDI Data Conversion Command Line Application,Tool,https://pypi.org/project/psdi-data-conversion/#command-line-application,https://resources.psdi.ac.uk/tool/64af3a23-2d41-4079-a014-db366096434a,2,PSDI Data Conversion is your one stop shop for file format conversion. This enables users to seamlessly convert between different file formats and view information about the quality of the proposed conversion. The PSDI Command Line interface for Data Conversion application can be installed and run on your own computing infrastructure. It contains all of the same file conversion functionality of our online service but without the need to upload your data to PSDI and without any restrictions on file sizes.
PSDI Data Conversion,PSDI Data Conversion Python/Flask Application,Tool,https://pypi.org/project/psdi-data-conversion/#running-the-pythonflask-app-locally,https://resources.psdi.ac.uk/tool/95a3c301-c9b5-4214-88cd-7c3150fa442b,2,"PSDI Data Conversion is your one stop shop for file format conversion. This enables users to seamlessly convert between different file formats and view information about the quality of the proposed conversion. The PSDI Python/Flask application for Data Conversion can be installed and run on your own computing infrastructure using the Flask framework. It contains all of the same file conversion functionality of our online service, complete with a graphical user interface, but without the need to upload your data to PSDI and without any restrictions on file sizes."
PSDI Data Revival,PSDI Data Revival Service,Service,http://www.data-revival.com/,https://resources.psdi.ac.uk/service/f350b410-23d2-4c25-9a7d-51d7d0263537,2,"The majority of laboratories and research groups have stacks of paper notebooks filled with valuable data that is difficult and time-consuming to access and use. Data Revival is an AI-driven service that can seamlessly convert your handwritten lab book pages into machine-readable data, unlocking the potential of your chemistry data. Operating with a high degree of accuracy, Data Revival creates relational links across your chemical data and enables users to run semantic searches across potentially millions of data points, including complex chemical structures. PSDI offers users the chance to experience Data Revival's capabilities firsthand."
PSDI Digital Lab Notebook Resources,ELN Finder,Service,https://eln-finder.ulb.tu-darmstadt.de/home,https://resources.psdi.ac.uk/service/d520fdb5-ebae-4746-80dd-59c5231cee11,2,"ELNFinder, a resource actively supported by PSDI, assists researchers and staff from research institutions to select the most suitable Electronic Lab Notebook (ELN) software for their needs. Users can easily filter the extensive list of ELNs by key criteria such as import/export capabilities, search functionality, delivery model, data storage, and pricing options. The filters are grouped into useful categories: General, Usability, Core Functions (used for daily work), Extended Functions (used for daily work), Compliance with Legal Requirements, and Integration into Research Data Management (RDM) and IT environments. Users can use these filters to generate a list of ELNs that match their specific requirements."
PSDI Digital Lab Notebook Resources,Digital Notebooks and ELNs Guidance,Guidance,http://psdi-uk.github.io/docusaurus-pages/docs/guidance/notebooks/,https://resources.psdi.ac.uk/guidance/9dd03bfc-4c81-478b-a949-23a42e5ccc41,2,This topic collection offers practical guidance on selecting and implementing electronic notebooks for research. It covers the benefits and challenges of adopting digital notebooks and advice on choosing the right notebook for your project. Additionally guidance is provided on considerations for moving from paper to digital and steps needed to successfully deploy an ELN solution.
Data Collections for Chemical Modelling,Physical Chemistry Properties Data Collection,Data,https://github.com/PSDI-UK/psdi-datasets,https://resources.psdi.ac.uk/data/44160b2f-5938-442e-9f0a-652eb55d1c2b,2,"This collection of datasets focuses on solubility-related information, including boiling points, Henry's law constants, LogS, melting points, and mole fractions. The Physical Chemistry Properties Data Collection provides carefully curated and standardized data on key chemical properties, empowering researchers to effectively model, analyze, and drive innovation in the field of physical chemistry."
Data Collections for Chemical Modelling,Critical Micelle Concentration (CMC) Data Collection,Data,https://github.com/PSDI-UK/psdi-datasets/blob/main/CMC%20dataset.zip,https://resources.psdi.ac.uk/data/a7c82670-d2e2-46c6-920a-74294289aa34,2,"This dataset is derived from the National Institute of Standards and Technology (NIST) publication, ""Critical Micelle Concentrations of Aqueous Surfactant Systems"" (http://doi.org/10.6028/NBS.NSRDS.36). The data was extracted using the AI-driven Data Revival service (http://www.data-revival.com/), then manually enhanced by adding SMILES strings, and finally reprocessed by Data Revival to be fully converted into a machine-readable format for improved accessibility and interoperability."
Case Studies: Discovering Value in Legacy Data,Resurrecting Second Harmonic Generation (SHG) Case Study,Guidance,https://doi.org/10.5258/SOTON/PSDI0001,https://resources.psdi.ac.uk/guidance/0ce7f2d9-d187-4398-b113-947856712ec0,2,"The preservation, accessibility, and reuse of scientific data are increasingly vital in contemporary research. Historical datasets, often termed legacy data, provide significant opportunities for new discoveries, validation of past results, and insights through modern analytical methods. Despite their potential value, legacy datasets frequently suffer from poor documentation, outdated formats, and technological obsolescence, complicating their reuse. This report addresses these challenges through the reconstruction of databases originating from Second Harmonic Generation (SHG) experiments, conducted as part of a doctoral research project completed in 2011 at the University of Southampton."
Case Studies: Discovering Value in Legacy Data,Making Electronic Supplementary Information (ESI) Machine-Readable Case Study,Guidance,http://dx.doi.org/10.5281/zenodo.15295742,https://resources.psdi.ac.uk/guidance/e29a8e03-eec9-4fd4-9d14-6a86c19938cd,2,"This case study explores the challenges of losing valuable raw data when it is embedded within PDFs as part of supplementary information (ESIs). To address this, data was extracted from the supplementary information of the paper titled ""Towards the Prediction of Antimicrobial Efficacy for Hydrogen Bonded, Self-Associating Amphiphiles"" (http://doi.org/10.1002/cmdc.202000533) and converted into JSON format. The process was carefully documented to showcase how such data can be transformed into a more machine-readable format, improving accessibility and usability for further analysis."
BioSim (Biomolecular Simulations) Data Resources,BioSimDB (Biomolecular Simulations Database),Data,https://data-collections.psdi.ac.uk/communities/biosimdb,https://resources.psdi.ac.uk/data/bc930fa5-63da-4707-80f8-3c642960796a,2,"Topology, trajectory, and AiiDA data provenance files from molecular dynamics simulations of biomolecules are stored in a repository specifically designed for their preservation and accessibility."
BioSim (Biomolecular Simulations) Data Resources,GROMACS Plugin for AiiDA,Tool,http://github.com/PSDI-UK/aiida-gromacs,https://resources.psdi.ac.uk/tool/772d0dc0-e082-44ef-a450-fa674c775e68,2,The GROMACS plugin for AiiDA aims to enable the capture and sharing of the full provenance of data when parameterising and running molecular dynamics simulations.
BioSim (Biomolecular Simulations) Data Resources,Amber Plugin for AiiDA,Tool,http://github.com/PSDI-UK/aiida-amber,https://resources.psdi.ac.uk/tool/60d5fc04-1980-4362-9fd8-fe4cb37c02c6,2,The Amber plugin for AiiDA aims to enable the capture and sharing of the full provenance of data when parameterising and running molecular dynamics simulations.
BioSim (Biomolecular Simulations) Data Resources,Demo BioSim Database With Local Web Interface,Tool,http://github.com/PSDI-UK/biosimdb-app,https://resources.psdi.ac.uk/tool/89d1dbbb-1528-4f18-8dcd-3e6b9999b2ef,2,This demo application will create an SQLite database that can be used to include aiida archive files produced from several aiida plugins (aiida -gromacs and -amber presently). This database can be used to store and explore archive files and gives a taster for how biomolecular MD simulation data provenance can be stored for multiple research projects.
BioSim (Biomolecular Simulations) Data Resources,Cloud Based Jupyter aiida-gromacs Demo/Training,Guidance,https://www.ccpbiosim.ac.uk/notebooks,https://resources.psdi.ac.uk/guidance/d543bbab-ce55-41ca-a4ab-b61ff0bbfd57,2,"Tutorials with pre-loaded user environments for using aiida-gromacs to produce provenance workflows for biomolecular simulations (
""Lysozyme MD simulation with aiida-gromacs"" and ""GPCR coarse-grained simulation setup with aiida-gromacs"")."
Data to Knowledge,Data to Knowledge Community Data Collections,Data,https://data-collections.psdi.ac.uk/communities/data-to-knowledge,https://resources.psdi.ac.uk/data/771d2ae4-7f19-4258-b144-dc212cef6e43,2,"Data-to-Knowledge Collections provide curated datasets specifically designed for use in machine learning or generated through machine learning processes. An example is the Machine Learning Interatomic Potentials (MLIPs) data collection, which includes MLIP XYZ files used for training, the trained MLIP models, and, where available, additional metadata such as AIIDA provenance information. By making these datasets accessible, researchers without the resources to generate such data themselves can leverage them for machine learning. Additionally, the MLIP models can be directly applied in modeling tasks, enabling broader exploration and advancements in research."
Data to Knowledge,"janus-core, Machine Learning Interatomic Potentials (MLIP) Tool",Tool,http://github.com/stfc/janus-core,https://resources.psdi.ac.uk/tool/6bcaa538-a26f-4720-a505-bada3aa52f55,2,"Janus_core provides versatile tools for exploring a range of machine learning interatomic potentials. It can be accessed through the command line, Python scripts, Jupyter Notebooks, or a web interface. The platform supports various tasks, from basic calculations like single-point energies and geometry optimization to more advanced analyses, such as phonon calculations, molecular dynamics simulations, and nudged elastic band methods."
Data to Knowledge,"aiida-mlip, Workflow Management for Machine Learning Interatomic Potentials (MLIP)",Tool,http://github.com/stfc/aiida-mlip,https://resources.psdi.ac.uk/tool/290bd5d1-95fa-49f5-958e-f62b2ed66386,2,"AiiDA-MLIP is a plugin for AiiDA, a versatile workflow management system designed for simulations in materials and molecular sciences. Beyond managing workflows, AiiDA distinguishes itself from traditional tools by providing detailed data provenance, ensuring transparency and reproducibility in simulations. AiiDA-MLIP integrates the Janus core into the AiiDA ecosystem, enabling seamless utilization of machine-learned interatomic potentials (MLIPs) within this robust framework."
Data to Knowledge,"abcd, Data Management for Machine Learning Interatomic Potentials (MLIP)",Tool,http://github.com/libAtoms/abcd/,https://resources.psdi.ac.uk/tool/f988614a-ab07-4fb6-b0ee-83f19024399d,2,"abcd, Data Management for Machine Learning Interatomic Potentials (MLIP), offers a suite of tools that allow users to programmatically import data from a repository and utilize it on their local infrastructure. This enables exploration of data in ways that would be too resource-intensive for a general service. Designed specifically for machine-learned interatomic potentials, abcd supports both OpenSearch and MongoDB as backend options, giving users flexibility in their setup. The tool is developed in collaboration with the University of Cambridge."
Data to Knowledge,Machine Learning Interatomic Potentials (MLIP) Training,Guidance,http://github.com/stfc/janus-tutorials/,https://resources.psdi.ac.uk/guidance/6974a979-d7f2-4c89-80c7-ba67930661d2,2,Training is at the core of this resource theme. These tools help users to get started using our tools.
Data to Knowledge,Chemistry and Materials Machine Learning School (CAMML),Guidance,http://camml.ac.uk/,https://resources.psdi.ac.uk/guidance/cdbcfbaf-90fc-4336-a7bd-ecc8ed8baaf4,2,"Training is at the core of this resource theme. The Chemistry and Materials Machine Learning (CaMML) school is run by PSDI in collaboration with a range of communities. Training is targeted towards PhD students, in particular those in the Materials and Molecular Simulations field, who have experience of coding but are not highly experienced with machine learning. The aim of this in-person training is to introduce attendees to the latest methods of machine learning for the atomistic simulation of materials."
